CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,InternetService,Contract,PaymentMethod,TechSupport,OnlineSecurity,DeviceProtection,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
CUST10481,Female,0,Yes,Yes,7,DSL,Two year,Electronic check,No,No,No,No,99.3,692.77,No
CUST10482,Male,0,Yes,No,46,DSL,Two year,Credit card,No,Yes,No,No,85.5,4161.28,No
CUST10483,Male,1,Yes,Yes,13,DSL,Month-to-month,Credit card,No,No,Yes,Yes,119.21,1542.69,Yes
CUST10484,Male,0,No,No,40,No,Month-to-month,Electronic check,No,Yes,Yes,No,48.39,2045.26,No
CUST10485,Female,0,Yes,No,42,DSL,Two year,Electronic check,No,Yes,No,Yes,55.92,2316.56,No
CUST10486,Female,0,No,No,9,DSL,Two year,Credit card,No,No,Yes,Yes,58.38,499.36,No
CUST10487,Male,0,No,Yes,50,DSL,Month-to-month,Bank transfer,Yes,No,Yes,No,66.58,3213.47,Yes
CUST10488,Male,0,No,No,27,DSL,One year,Electronic check,No,Yes,No,Yes,103.6,2561.02,No
CUST10489,Male,0,No,No,66,DSL,Month-to-month,Credit card,No,Yes,No,Yes,43.58,2874.77,Yes
CUST10490,Female,1,Yes,No,5,Fiber optic,Two year,Electronic check,No,No,Yes,Yes,97.6,453.66,No
CUST10491,Male,0,No,No,29,DSL,One year,Mailed check,No,No,No,Yes,60.53,1864.75,No
CUST10492,Male,0,No,Yes,37,No,Month-to-month,Bank transfer,No,Yes,Yes,Yes,80.19,2919.91,No
CUST10493,Male,0,Yes,Yes,38,No,Month-to-month,Electronic check,No,No,Yes,No,83.25,3331.17,Yes
CUST10494,Male,0,Yes,No,8,DSL,Two year,Credit card,Yes,No,Yes,Yes,57.28,499.89,No
CUST10495,Female,0,No,Yes,65,No,One year,Bank transfer,No,No,No,No,71.26,4955.65,No
CUST10496,Male,0,No,No,17,DSL,Month-to-month,Electronic check,No,No,Yes,Yes,61.3,1136.19,No
CUST10497,Female,1,Yes,No,71,DSL,One year,Bank transfer,No,Yes,No,Yes,26.91,1936.57,No
CUST10498,Female,0,No,No,45,DSL,One year,Electronic check,No,No,Yes,Yes,63.72,2675.47,Yes
CUST10499,Male,0,No,No,4,DSL,Month-to-month,Electronic check,No,No,Yes,Yes,29.74,129.32,Yes
CUST10500,Female,0,Yes,No,36,Fiber optic,One year,Electronic check,Yes,No,Yes,No,60.5,2338.52,Yes
CUST10501,Male,1,No,Yes,70,Fiber optic,One year,Bank transfer,Yes,No,No,Yes,79.29,5954.82,No
CUST10502,Male,0,No,Yes,31,DSL,Two year,Electronic check,No,No,No,Yes,77.94,2509.54,Yes
CUST10503,Male,0,No,No,19,Fiber optic,Month-to-month,Credit card,Yes,Yes,No,No,86.26,1679.89,No
CUST10504,Male,0,No,Yes,61,DSL,Month-to-month,Credit card,No,Yes,No,Yes,29.53,1626.5,No
CUST10505,Male,0,Yes,Yes,54,Fiber optic,Month-to-month,Bank transfer,No,Yes,Yes,No,85.21,4829.62,No
CUST10506,Female,0,Yes,No,39,DSL,One year,Credit card,No,No,No,No,51.21,1834.03,No
CUST10507,Female,0,Yes,No,19,DSL,One year,Mailed check,Yes,No,Yes,Yes,59.9,1083.41,No
CUST10508,Male,0,Yes,No,39,DSL,Two year,Bank transfer,No,No,No,Yes,105.8,4168.69,No
CUST10509,Female,1,Yes,Yes,67,DSL,One year,Credit card,No,Yes,Yes,Yes,20.9,1386.78,No
CUST10510,Male,0,No,Yes,45,Fiber optic,Month-to-month,Electronic check,No,No,Yes,No,78.84,3204.21,No
CUST10511,Female,0,No,Yes,13,No,Two year,Mailed check,No,No,No,Yes,79.87,1105.59,Yes
CUST10512,Female,0,No,No,58,DSL,Month-to-month,Electronic check,Yes,No,No,Yes,59.67,3723.06,No
CUST10513,Male,0,No,No,20,Fiber optic,Two year,Bank transfer,No,No,No,Yes,43.7,905.79,No
CUST10514,Female,0,No,No,72,Fiber optic,Month-to-month,Credit card,No,Yes,No,Yes,43.47,3155.55,No
CUST10515,Female,0,Yes,No,61,No,One year,Electronic check,No,No,No,Yes,108.37,7219.72,No
CUST10516,Female,0,Yes,No,39,DSL,One year,Electronic check,No,No,Yes,No,64.2,2313.49,No
CUST10517,Male,0,No,No,1,Fiber optic,One year,Bank transfer,No,Yes,No,Yes,53.09,55.62,No
CUST10518,Female,0,No,No,3,No,Month-to-month,Bank transfer,Yes,No,No,No,64.88,180.17,Yes
CUST10519,Female,0,Yes,No,62,Fiber optic,Month-to-month,Credit card,Yes,No,No,No,86.94,5262.9,Yes
CUST10520,Female,1,No,No,63,Fiber optic,One year,Credit card,No,No,Yes,Yes,34.58,2215.79,No
CUST10521,Female,0,Yes,No,25,DSL,Two year,Electronic check,No,No,No,Yes,64.94,1700.48,No
CUST10522,Female,0,No,No,56,DSL,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,78.79,3974.3,No
CUST10523,Female,0,No,No,33,Fiber optic,Two year,Credit card,No,No,No,No,114.86,3608.9,Yes
CUST10524,Female,0,No,No,38,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,45.25,1732.64,Yes
CUST10525,Female,0,No,No,6,DSL,Month-to-month,Credit card,No,Yes,No,No,55.93,337.79,No
CUST10526,Female,0,No,No,58,Fiber optic,Two year,Electronic check,No,No,No,No,57.94,3453.02,No
CUST10527,Male,0,No,Yes,44,Fiber optic,One year,Bank transfer,No,Yes,No,Yes,80.55,3405.16,No
CUST10528,Female,0,No,Yes,45,Fiber optic,Two year,Bank transfer,No,No,Yes,No,55.67,2525.46,No
CUST10529,Female,1,No,No,32,Fiber optic,One year,Bank transfer,No,Yes,No,Yes,73.35,2201.57,No
CUST10530,Female,0,No,No,45,No,Month-to-month,Bank transfer,No,Yes,No,No,98.18,4141.41,Yes
CUST10531,Female,1,Yes,Yes,61,DSL,Month-to-month,Bank transfer,No,No,No,Yes,90.54,5607.51,Yes
CUST10532,Female,0,Yes,No,47,No,Month-to-month,Electronic check,Yes,Yes,No,Yes,64.64,3150.78,Yes
CUST10533,Male,0,No,Yes,21,DSL,Month-to-month,Electronic check,Yes,No,No,Yes,106.42,2065.15,Yes
CUST10534,Male,0,Yes,Yes,36,DSL,One year,Electronic check,No,Yes,Yes,No,75.81,2523.27,Yes
CUST10535,Male,0,Yes,No,19,DSL,Month-to-month,Bank transfer,No,No,No,Yes,73.99,1424.17,No
CUST10536,Male,1,No,Yes,20,DSL,Month-to-month,Bank transfer,No,Yes,Yes,No,23.42,446.86,Yes
CUST10537,Female,0,No,Yes,57,DSL,Month-to-month,Bank transfer,No,Yes,No,Yes,118.67,6618.62,Yes
CUST10538,Female,1,No,No,18,DSL,Month-to-month,Electronic check,No,No,No,Yes,32.3,569.86,Yes
CUST10539,Female,0,Yes,No,47,No,Month-to-month,Credit card,No,No,Yes,Yes,43.11,1895.91,No
CUST10540,Male,0,Yes,No,49,DSL,Two year,Mailed check,No,No,No,Yes,25.17,1110.32,No
CUST10541,Male,0,Yes,No,14,Fiber optic,Two year,Electronic check,No,No,No,Yes,84.0,1259.06,No
CUST10542,Male,0,Yes,No,15,DSL,One year,Electronic check,Yes,Yes,No,Yes,42.47,664.44,No
CUST10543,Male,1,Yes,Yes,31,No,Two year,Electronic check,No,No,Yes,No,38.0,1222.89,No
CUST10544,Female,0,Yes,No,1,Fiber optic,Month-to-month,Credit card,No,Yes,Yes,Yes,28.86,29.13,No
CUST10545,Female,0,No,Yes,54,DSL,Two year,Bank transfer,No,Yes,No,Yes,30.33,1703.65,No
CUST10546,Male,0,No,No,3,Fiber optic,Month-to-month,Electronic check,No,No,Yes,Yes,78.47,255.92,Yes
CUST10547,Female,0,Yes,No,16,Fiber optic,Month-to-month,Credit card,No,No,No,No,88.82,1468.21,Yes
CUST10548,Male,0,Yes,No,57,Fiber optic,One year,Electronic check,No,No,No,Yes,59.74,3245.2,No
CUST10549,Male,0,No,Yes,12,Fiber optic,Month-to-month,Bank transfer,No,Yes,Yes,Yes,67.99,827.39,Yes
CUST10550,Male,0,Yes,No,16,Fiber optic,One year,Bank transfer,Yes,No,No,Yes,88.6,1401.25,Yes
CUST10551,Male,0,No,Yes,72,Fiber optic,Month-to-month,Credit card,No,No,No,No,21.74,1582.94,No
CUST10552,Female,0,Yes,Yes,24,Fiber optic,Two year,Electronic check,Yes,No,No,No,52.31,1259.86,No
CUST10553,Female,0,Yes,No,28,DSL,Month-to-month,Mailed check,No,Yes,No,Yes,117.31,3520.37,No
CUST10554,Male,0,Yes,Yes,8,No,Month-to-month,Credit card,Yes,Yes,No,Yes,78.01,643.03,No
CUST10555,Male,1,Yes,No,36,Fiber optic,One year,Electronic check,No,No,Yes,No,45.42,1533.34,No
CUST10556,Female,0,No,Yes,8,Fiber optic,Month-to-month,Electronic check,Yes,No,No,No,72.17,526.9,No
CUST10557,Female,0,No,No,58,DSL,Month-to-month,Bank transfer,Yes,No,Yes,No,54.27,3100.04,No
CUST10558,Male,0,No,No,60,Fiber optic,Month-to-month,Credit card,No,No,No,No,73.22,3967.6,No
CUST10559,Male,0,Yes,No,50,No,One year,Mailed check,No,Yes,No,No,32.57,1569.32,No
CUST10560,Male,0,No,No,28,DSL,One year,Bank transfer,Yes,No,No,No,33.27,906.97,No
CUST10561,Male,1,No,No,41,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,34.35,1373.31,No
CUST10562,Male,0,No,No,64,Fiber optic,Two year,Electronic check,No,Yes,Yes,Yes,113.98,7994.06,No
CUST10563,Female,1,Yes,No,27,No,Two year,Electronic check,No,Yes,No,Yes,93.29,2420.04,Yes
CUST10564,Female,0,Yes,No,63,Fiber optic,One year,Mailed check,Yes,No,Yes,No,36.24,2175.92,No
CUST10565,Male,0,No,No,17,DSL,One year,Credit card,No,No,Yes,No,38.83,611.18,No
CUST10566,Male,0,No,No,33,No,Month-to-month,Bank transfer,Yes,No,Yes,No,93.08,3078.4,No
CUST10567,Male,0,Yes,No,29,Fiber optic,One year,Credit card,No,Yes,No,Yes,35.62,961.43,No
CUST10568,Male,0,Yes,No,13,DSL,Month-to-month,Mailed check,Yes,No,No,Yes,43.46,578.12,No
CUST10569,Female,0,No,No,46,DSL,Month-to-month,Credit card,No,Yes,No,Yes,116.33,4982.12,No
CUST10570,Female,0,No,No,35,Fiber optic,Two year,Mailed check,Yes,No,No,Yes,45.53,1617.99,No
CUST10571,Male,0,Yes,Yes,6,DSL,One year,Credit card,No,No,No,No,86.16,550.69,Yes
CUST10572,Female,0,No,Yes,69,DSL,Month-to-month,Electronic check,No,Yes,No,No,117.86,7388.27,No
CUST10573,Male,0,No,No,47,No,Month-to-month,Credit card,Yes,Yes,No,Yes,57.43,2655.89,Yes
CUST10574,Male,0,No,Yes,25,DSL,One year,Electronic check,Yes,No,No,Yes,21.75,539.51,No
CUST10575,Female,0,No,No,66,Fiber optic,Month-to-month,Mailed check,No,No,Yes,No,44.41,3101.69,No
CUST10576,Male,0,Yes,No,10,DSL,Month-to-month,Bank transfer,No,No,Yes,Yes,103.09,1024.28,Yes
CUST10577,Female,0,No,No,56,Fiber optic,Month-to-month,Credit card,No,No,No,No,106.46,6042.29,Yes
CUST10578,Male,0,Yes,Yes,30,Fiber optic,Month-to-month,Bank transfer,No,No,No,Yes,96.85,3074.72,Yes
CUST10579,Male,0,No,Yes,5,DSL,One year,Electronic check,No,Yes,No,Yes,31.31,158.42,No
CUST10580,Male,1,No,No,33,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,99.55,3192.05,Yes
CUST10581,Male,0,Yes,No,65,DSL,One year,Mailed check,Yes,No,Yes,Yes,111.87,6669.24,No
CUST10582,Female,0,No,No,18,No,Month-to-month,Mailed check,No,No,No,Yes,80.06,1507.35,Yes
CUST10583,Male,0,No,No,49,No,One year,Electronic check,Yes,No,No,Yes,114.09,6005.37,No
CUST10584,Female,0,Yes,No,11,Fiber optic,Two year,Mailed check,No,Yes,Yes,Yes,102.68,1235.67,No
CUST10585,Female,0,No,No,26,Fiber optic,One year,Mailed check,No,No,No,Yes,86.7,2446.53,No
CUST10586,Male,0,No,No,63,DSL,Two year,Credit card,No,No,Yes,Yes,77.72,5187.61,No
CUST10587,Female,0,No,Yes,59,Fiber optic,Two year,Electronic check,No,No,No,Yes,54.86,3329.62,No
CUST10588,Male,0,Yes,No,27,Fiber optic,Month-to-month,Mailed check,No,No,Yes,Yes,35.93,1024.72,No
CUST10589,Female,0,Yes,No,49,DSL,One year,Bank transfer,No,Yes,No,No,80.5,3890.92,No
CUST10590,Female,0,Yes,No,33,Fiber optic,Two year,Mailed check,Yes,No,No,No,51.81,1742.14,No
CUST10591,Male,0,No,Yes,1,DSL,Month-to-month,Credit card,No,No,Yes,Yes,106.64,103.41,Yes
CUST10592,Male,1,Yes,No,21,Fiber optic,Month-to-month,Credit card,No,No,No,Yes,119.33,2419.08,Yes
CUST10593,Female,0,No,No,55,DSL,Two year,Credit card,No,No,No,Yes,95.24,5507.12,No
CUST10594,Male,1,Yes,No,6,Fiber optic,One year,Electronic check,Yes,No,No,Yes,29.05,172.69,No
CUST10595,Male,0,No,Yes,69,DSL,Month-to-month,Electronic check,Yes,No,No,No,48.87,3177.91,No
CUST10596,Female,0,Yes,No,5,DSL,Month-to-month,Electronic check,Yes,Yes,Yes,No,30.91,145.34,Yes
CUST10597,Female,0,Yes,No,3,Fiber optic,Two year,Electronic check,Yes,Yes,No,No,85.05,273.48,No
CUST10598,Male,0,Yes,No,53,No,Month-to-month,Bank transfer,No,No,No,Yes,96.52,5297.43,No
CUST10599,Female,0,Yes,No,23,Fiber optic,One year,Credit card,No,No,Yes,Yes,112.57,2612.95,Yes
CUST10600,Male,0,No,No,53,DSL,One year,Mailed check,No,No,No,No,63.82,3315.45,No
CUST10601,Male,0,No,No,37,DSL,One year,Electronic check,No,No,No,Yes,110.14,4018.79,Yes
CUST10602,Female,0,No,No,17,No,Month-to-month,Bank transfer,No,Yes,No,Yes,107.79,1670.24,Yes
CUST10603,Male,0,No,No,1,Fiber optic,One year,Electronic check,Yes,No,No,No,51.72,51.25,No
CUST10604,Female,0,No,Yes,51,DSL,One year,Electronic check,No,No,Yes,No,106.89,5773.52,Yes
CUST10605,Male,0,No,No,45,No,One year,Electronic check,No,No,No,No,57.57,2532.61,No
CUST10606,Male,0,No,Yes,4,No,Month-to-month,Credit card,Yes,Yes,Yes,Yes,49.69,194.13,Yes
CUST10607,Male,1,No,No,62,No,Month-to-month,Electronic check,No,Yes,Yes,Yes,84.91,4754.53,Yes
CUST10608,Female,1,Yes,Yes,65,No,Two year,Credit card,No,No,No,Yes,52.84,3405.64,No
CUST10609,Female,0,No,Yes,32,No,Month-to-month,Electronic check,Yes,Yes,No,No,83.02,2404.44,No
CUST10610,Male,0,Yes,No,34,DSL,Month-to-month,Mailed check,Yes,Yes,No,Yes,80.98,2792.06,No
CUST10611,Female,0,No,Yes,72,DSL,Month-to-month,Credit card,No,Yes,Yes,No,76.34,5503.94,No
CUST10612,Female,0,No,No,39,Fiber optic,Two year,Mailed check,Yes,No,No,No,58.04,2417.49,No
CUST10613,Male,0,Yes,Yes,26,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,74.85,1977.93,Yes
CUST10614,Female,0,Yes,No,34,Fiber optic,Month-to-month,Mailed check,Yes,No,No,Yes,79.65,2612.46,Yes
CUST10615,Female,0,No,No,54,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,74.57,4039.85,No
CUST10616,Female,0,No,No,3,Fiber optic,One year,Credit card,No,No,No,No,64.44,201.04,Yes
CUST10617,Male,0,Yes,No,50,Fiber optic,Month-to-month,Electronic check,No,Yes,No,No,21.47,986.32,No
CUST10618,Male,0,No,Yes,12,DSL,Month-to-month,Electronic check,No,No,Yes,No,78.71,967.39,No
CUST10619,Female,1,No,No,65,DSL,Month-to-month,Electronic check,Yes,No,Yes,Yes,36.84,2594.13,No
CUST10620,Male,0,No,Yes,54,Fiber optic,Two year,Credit card,No,No,No,Yes,84.26,4367.25,No
CUST10621,Female,0,No,No,5,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,No,95.93,491.8,No
CUST10622,Male,1,No,No,57,DSL,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,70.04,4248.85,Yes
CUST10623,Female,0,Yes,No,17,Fiber optic,Month-to-month,Mailed check,Yes,No,No,No,74.24,1265.06,No
CUST10624,Male,0,No,Yes,47,Fiber optic,Two year,Bank transfer,No,No,No,No,115.15,5647.99,No
CUST10625,Female,0,No,No,23,Fiber optic,One year,Bank transfer,No,Yes,No,Yes,104.72,2317.52,No
CUST10626,Male,0,Yes,Yes,14,DSL,Two year,Mailed check,No,No,Yes,Yes,111.42,1499.37,No
CUST10627,Female,0,Yes,No,66,Fiber optic,Two year,Electronic check,No,No,No,Yes,101.38,6915.34,No
CUST10628,Male,0,Yes,No,51,DSL,Month-to-month,Credit card,No,No,No,Yes,30.89,1640.11,No
CUST10629,Male,1,No,No,38,No,One year,Electronic check,No,No,No,No,34.9,1442.11,No
CUST10630,Male,0,No,Yes,64,DSL,Month-to-month,Credit card,No,Yes,Yes,No,72.66,4394.33,No
CUST10631,Female,0,No,Yes,38,Fiber optic,One year,Electronic check,Yes,Yes,No,No,44.61,1684.4,Yes
CUST10632,Female,0,No,No,50,DSL,Month-to-month,Mailed check,No,Yes,No,No,67.67,3214.67,No
CUST10633,Female,0,No,Yes,30,Fiber optic,Month-to-month,Bank transfer,No,No,No,Yes,59.44,1633.44,Yes
CUST10634,Male,0,Yes,Yes,51,Fiber optic,Two year,Electronic check,No,Yes,No,Yes,74.94,3747.97,No
CUST10635,Female,0,Yes,No,63,DSL,Month-to-month,Electronic check,No,No,Yes,No,94.69,5815.24,Yes
CUST10636,Male,0,Yes,Yes,52,Fiber optic,Two year,Bank transfer,No,Yes,No,Yes,91.55,4542.03,No
CUST10637,Male,0,Yes,Yes,38,DSL,Month-to-month,Mailed check,No,No,No,No,72.12,2629.29,No
CUST10638,Male,1,No,No,30,DSL,Month-to-month,Credit card,Yes,No,No,No,102.24,2981.57,Yes
CUST10639,Female,0,No,No,51,Fiber optic,Two year,Bank transfer,Yes,Yes,Yes,Yes,63.09,3532.17,No
CUST10640,Male,0,Yes,Yes,5,DSL,One year,Electronic check,No,Yes,No,Yes,109.67,579.38,Yes
CUST10641,Female,0,No,Yes,29,No,One year,Bank transfer,No,No,No,Yes,27.13,719.33,Yes
CUST10642,Female,1,No,No,4,Fiber optic,Month-to-month,Credit card,Yes,Yes,No,No,115.47,496.28,No
CUST10643,Male,0,Yes,Yes,10,Fiber optic,Month-to-month,Credit card,No,Yes,No,Yes,85.47,877.49,No
CUST10644,Female,1,Yes,No,56,DSL,One year,Electronic check,Yes,Yes,No,No,58.01,3502.33,No
CUST10645,Male,0,Yes,Yes,17,Fiber optic,One year,Credit card,No,No,No,Yes,39.72,653.86,Yes
CUST10646,Male,0,Yes,No,17,Fiber optic,Month-to-month,Credit card,No,No,No,No,67.92,1146.45,No
CUST10647,Female,0,No,No,69,DSL,Two year,Mailed check,No,No,No,Yes,39.46,2938.5,No
CUST10648,Male,0,Yes,No,34,No,One year,Mailed check,Yes,No,No,Yes,36.63,1188.77,No
CUST10649,Male,0,Yes,No,6,DSL,Two year,Credit card,No,No,No,No,81.74,531.2,No
CUST10650,Male,0,No,No,53,No,One year,Credit card,No,No,Yes,No,72.31,4084.22,No
CUST10651,Female,0,No,Yes,66,DSL,One year,Electronic check,No,No,Yes,Yes,87.01,6294.6,Yes
CUST10652,Female,0,Yes,Yes,43,No,Month-to-month,Mailed check,No,Yes,No,No,112.96,4686.55,No
CUST10653,Female,1,Yes,No,23,Fiber optic,Month-to-month,Bank transfer,No,No,No,No,73.23,1595.28,Yes
CUST10654,Male,0,Yes,Yes,55,DSL,Two year,Electronic check,No,No,Yes,Yes,78.09,4149.67,Yes
CUST10655,Male,1,Yes,Yes,16,DSL,Month-to-month,Bank transfer,Yes,No,Yes,Yes,28.96,505.49,No
CUST10656,Female,0,Yes,No,8,Fiber optic,Month-to-month,Credit card,No,Yes,Yes,No,91.76,709.57,Yes
CUST10657,Female,0,No,No,4,No,Month-to-month,Electronic check,No,Yes,No,Yes,59.99,243.09,No
CUST10658,Female,0,Yes,No,4,DSL,Month-to-month,Bank transfer,No,Yes,No,Yes,117.67,461.61,No
CUST10659,Female,0,Yes,No,56,DSL,Two year,Bank transfer,Yes,Yes,Yes,No,102.32,5610.99,No
CUST10660,Female,0,No,No,25,Fiber optic,Two year,Electronic check,Yes,No,No,Yes,72.25,1695.48,Yes
CUST10661,Male,0,Yes,Yes,67,Fiber optic,Month-to-month,Electronic check,Yes,No,No,Yes,32.32,2181.5,No
CUST10662,Female,0,Yes,No,67,Fiber optic,Month-to-month,Credit card,No,No,No,No,105.94,7593.99,No
CUST10663,Male,1,Yes,Yes,27,Fiber optic,One year,Credit card,No,Yes,No,Yes,99.98,2456.23,No
CUST10664,Male,0,No,No,32,DSL,One year,Electronic check,No,Yes,Yes,No,38.46,1326.53,No
CUST10665,Male,0,Yes,No,50,No,Two year,Mailed check,No,Yes,No,No,49.53,2558.46,No
CUST10666,Male,1,No,No,61,Fiber optic,One year,Credit card,Yes,No,Yes,Yes,99.34,6201.22,No
CUST10667,Female,0,No,No,51,DSL,Month-to-month,Bank transfer,No,No,Yes,Yes,38.52,2013.99,Yes
CUST10668,Male,0,Yes,Yes,19,Fiber optic,Month-to-month,Credit card,No,Yes,No,Yes,111.78,2037.28,Yes
CUST10669,Female,0,No,No,21,Fiber optic,Two year,Mailed check,No,Yes,Yes,Yes,62.45,1289.19,Yes
CUST10670,Male,0,Yes,No,5,DSL,One year,Bank transfer,No,No,No,No,28.7,152.09,No
CUST10671,Female,0,Yes,No,42,Fiber optic,One year,Electronic check,No,No,Yes,No,101.57,4100.75,No
CUST10672,Female,0,No,No,61,DSL,Month-to-month,Mailed check,No,No,Yes,Yes,57.35,3477.37,Yes
CUST10673,Male,0,No,No,22,Fiber optic,One year,Credit card,Yes,No,No,Yes,72.65,1444.75,Yes
CUST10674,Female,0,No,Yes,21,No,One year,Electronic check,No,Yes,No,Yes,31.23,686.46,No
CUST10675,Male,0,Yes,Yes,70,DSL,Month-to-month,Bank transfer,No,No,No,Yes,20.26,1394.86,No
CUST10676,Female,0,Yes,No,1,Fiber optic,Month-to-month,Bank transfer,No,No,No,Yes,83.8,84.23,Yes
CUST10677,Male,0,No,No,5,No,Month-to-month,Mailed check,Yes,No,No,Yes,71.52,330.04,No
CUST10678,Male,0,Yes,No,12,No,Month-to-month,Bank transfer,Yes,No,No,No,79.35,1045.84,Yes
CUST10679,Female,0,Yes,No,46,Fiber optic,Month-to-month,Electronic check,No,Yes,No,Yes,99.37,4390.44,Yes
CUST10680,Female,0,Yes,No,34,Fiber optic,Month-to-month,Credit card,No,No,Yes,Yes,84.66,2956.15,Yes
CUST10681,Male,1,Yes,No,49,Fiber optic,One year,Bank transfer,No,Yes,Yes,No,37.48,1866.36,No
CUST10682,Male,0,No,No,45,No,Month-to-month,Electronic check,Yes,No,No,Yes,56.08,2667.49,No
CUST10683,Female,0,Yes,Yes,27,No,Month-to-month,Bank transfer,Yes,No,Yes,Yes,110.59,2862.81,Yes
CUST10684,Male,1,No,No,26,DSL,Two year,Credit card,No,No,Yes,Yes,96.99,2650.82,No
CUST10685,Male,0,Yes,Yes,47,Fiber optic,One year,Electronic check,No,No,Yes,Yes,75.66,3472.45,No
CUST10686,Male,0,No,Yes,56,Fiber optic,One year,Credit card,No,No,Yes,Yes,45.56,2506.03,No
CUST10687,Female,0,Yes,No,63,Fiber optic,Month-to-month,Bank transfer,No,Yes,Yes,No,50.21,3272.5,No
CUST10688,Male,0,Yes,No,48,Fiber optic,One year,Electronic check,No,No,Yes,Yes,93.2,4727.96,No
CUST10689,Male,0,Yes,Yes,61,Fiber optic,Month-to-month,Bank transfer,Yes,No,Yes,No,105.12,6626.32,Yes
CUST10690,Female,0,Yes,Yes,26,No,Two year,Bank transfer,Yes,Yes,Yes,Yes,87.14,2446.84,Yes
CUST10691,Male,1,No,Yes,36,DSL,Month-to-month,Credit card,No,No,No,Yes,100.95,3478.04,Yes
CUST10692,Male,0,No,No,1,DSL,One year,Electronic check,No,No,Yes,Yes,96.67,104.42,Yes
CUST10693,Male,0,No,Yes,8,Fiber optic,Month-to-month,Credit card,Yes,No,No,Yes,34.97,259.11,Yes
CUST10694,Male,0,Yes,Yes,52,DSL,One year,Electronic check,No,No,No,Yes,62.39,3347.79,No
CUST10695,Female,0,Yes,No,47,DSL,Month-to-month,Mailed check,No,No,No,Yes,35.3,1674.9,No
CUST10696,Male,0,Yes,No,56,DSL,Month-to-month,Credit card,Yes,Yes,No,Yes,43.52,2434.51,No
CUST10697,Male,0,No,No,14,Fiber optic,Month-to-month,Credit card,Yes,Yes,No,Yes,106.93,1440.41,Yes
CUST10698,Male,1,No,Yes,28,No,One year,Electronic check,Yes,No,Yes,Yes,67.29,1885.53,No
CUST10699,Male,0,No,No,2,Fiber optic,Two year,Bank transfer,No,No,No,Yes,73.54,137.13,Yes
CUST10700,Male,0,Yes,No,26,Fiber optic,Two year,Electronic check,Yes,No,Yes,Yes,37.84,958.13,No
CUST10701,Female,0,No,No,14,DSL,Month-to-month,Mailed check,No,Yes,No,No,51.23,659.65,No
CUST10702,Female,0,Yes,No,59,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,No,43.02,2574.65,Yes
CUST10703,Male,0,No,No,56,Fiber optic,Two year,Credit card,Yes,Yes,Yes,Yes,40.62,2090.82,No
CUST10704,Male,0,No,Yes,7,Fiber optic,Month-to-month,Credit card,Yes,No,No,Yes,83.8,546.75,Yes
CUST10705,Female,0,No,No,3,DSL,One year,Bank transfer,Yes,No,No,Yes,45.69,125.71,Yes
CUST10706,Female,0,No,No,23,DSL,Two year,Credit card,No,No,Yes,No,83.2,1868.18,No
CUST10707,Female,1,Yes,No,18,DSL,Two year,Credit card,Yes,Yes,No,Yes,25.85,497.12,No
CUST10708,Male,0,No,Yes,38,Fiber optic,Month-to-month,Credit card,Yes,Yes,No,No,34.18,1404.54,Yes
CUST10709,Male,0,Yes,Yes,15,No,Month-to-month,Bank transfer,No,No,No,Yes,47.45,650.81,No
CUST10710,Male,0,No,No,64,No,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,79.7,5238.06,No
CUST10711,Male,0,Yes,Yes,28,Fiber optic,One year,Electronic check,No,No,Yes,Yes,87.58,2542.67,Yes
CUST10712,Male,0,No,Yes,39,Fiber optic,Month-to-month,Credit card,No,No,No,Yes,64.27,2523.46,No
CUST10713,Male,0,No,No,57,No,Month-to-month,Credit card,No,No,No,No,64.58,3804.0,No
CUST10714,Female,0,No,No,17,DSL,Month-to-month,Bank transfer,No,No,No,Yes,92.45,1487.94,No
CUST10715,Female,0,No,No,44,Fiber optic,Month-to-month,Mailed check,Yes,No,No,Yes,21.58,947.55,Yes
CUST10716,Male,0,No,No,25,No,One year,Electronic check,No,Yes,Yes,Yes,54.11,1323.23,Yes
CUST10717,Male,0,No,No,17,DSL,One year,Mailed check,No,No,No,No,101.87,1589.68,No
CUST10718,Male,0,No,Yes,13,No,Month-to-month,Mailed check,No,No,No,Yes,80.32,1070.38,Yes
CUST10719,Female,1,No,Yes,25,No,Month-to-month,Mailed check,Yes,Yes,No,Yes,53.72,1341.71,No
CUST10720,Female,0,Yes,No,68,Fiber optic,Two year,Credit card,No,No,Yes,Yes,110.55,7179.38,No
CUST10721,Female,0,No,No,10,No,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,97.26,967.48,No
CUST10722,Female,0,No,No,67,Fiber optic,One year,Electronic check,No,Yes,No,No,46.49,3286.33,No
